영상ID,영상제목,조회수,좋아요수,댓글수,채널ID,채널명,댓글수/조회수,좋아요수/조회수
ZEA6gaHhKuQ,[놀면 뭐하니?]  소름&충격의 연속! 상상도 못한 그녀들의 정체 [WSG워너비 최종 12인 얼굴 공개 Part.3] MBC 220528 방송 (Hangout with Yoo),1524912,10876,1337,UCx6jsZ02B4K3SECUrkgPyzg,놀면 뭐하니?,0.08767719055263516,0.7132214842561406
1uSv4p5A-VU,[놀면 뭐하니?] 역대급 보컬들 등장에 시작된 대표들의 신경전 [WSG워너비 최종 12인 얼굴 공개 Part.2] MBC 220528 방송 (Hangout with Yoo),894614,6387,433,UCx6jsZ02B4K3SECUrkgPyzg,놀면 뭐하니?,0.048400762787079124,0.7139391961225735
W6eEdGWXyAU,키 158cm 여자 현실 옷핏…,2993026,24572,829,UCII-TCayU-6gkfzfgJKsFZw,망구 MANGOO,0.02769772130278855,0.8209751602558749
qNDcd8hREaI,"보현+코코+혜임 VLOG  |  청담 파인다이닝 옳음, 잠원 한강공원, 운전 브이로그",1218605,15763,1002,UCZkNETnsbFXG8h7RPQyBtNw,보짱Bozzang,0.08222516730195592,1.2935282556693926
7hKaYy8_idc,8화: 일찐이 그랬던 이유-마지막 반전,92492,2187,366,UCDsDdULLy8bbeFfAPC2mp5w,오마이비키 OMV,0.39570989923452843,2.364528824114518
awIojETjd30,"하루 종일 듣기 좋은 노래 100곡 | 일할때 듣기좋은 발라드❤️당신의 마음을 감동시키는 노래들 나를 잊지 말아요, 이제 그만 , 까만안경, 태양계, 기억을 가져가...",5866,645,0,UCLnCaR73ngnMJhZl730d9tQ,K-POP 발라드 모음,0.0,10.995567678145242
LrCXo4PdI1o,[왕쥬] 갑자기 변한 왕쥬의 방! 무슨 일이 있었길래...?,80069,1123,293,UCNzYaPkki55QOp5u2UPJvzA,왕쥬 Wangju,0.36593438159587355,1.4025403089835016
WxdXVIUtW8w,50만 라이브 (라는 제목을 쓰게 될줄이야),285177,2547,91,UCw-kXdzxMdMdLNI0ZlFFbmA,오늘의 주우재,0.03191000676772671,0.8931295300813179
-c2ETvU1Ff4,"보현 Q&A (호민, 민재, 인생네컷, 대덕방앗간, 성형, BJ, 여우...)",1114112,12788,1356,UCZkNETnsbFXG8h7RPQyBtNw,보짱Bozzang,0.12171128216911765,1.1478199678308825
6B_RQKDSguY,"아이폰 13 현재까지 유출 소식 총정리 (feat.아이폰 12 Pro 유저) - iPhone 13, Everything we know so far",60620,436,163,UCgMFkUxKbj0R8mJ0UezJjcg,기믹키 GimMICKY,0.26888815572418345,0.7192345760475091
6gOzbabAREQ,Study with me | D-48 | 나의 PSAT 해방일지 | 갓기들아 모여라 (1/n)✨ | ㄱㅂㅈㄱ👊🏻ㅎㅂㅈㄱ👊🏻| 스윗미 | 공시생,172,9,0,UC78tP8YqfvCBmwNDvfQDiSw,김숨인,0.0,5.232558139534884
cfYFvfci9qQ,개딸들 이재명 등돌려(업어줌ㅎ),3259,627,0,UCeT0GkyO7uZ2q1osAaEv8Pw,연이연TV,0.0,19.239030377416384
dG5H_maxw6k,"[광고없는 실시간 인기차트] 2022년 6월 4일 1주차, 멜론차트 X,노래모음 최신가요 KPOP 플레이리스트",69209,0,24,UCeDXLEU8li8L1Otli89N_XQ,차트둥이,0.03467757083616293,0.0
jANQX8FuC9M,일요일 아침 음악 감상 방송,483,62,0,UCTXe8cAjFKyh_5ameZrAcdw,Goddess공부의여신,0.0,12.836438923395447
y--TSB62Jhw,[파워볼 실시간]연승 테크 타실사람들 빨리들어와바~,5440,18,0,UCVeFWY591Ovnm8WX70bsE7g,파워볼 수익팀067,0.0,0.33088235294117646
Q0bIb8DOYbc,[파워볼 실시간] 동행파워볼 벌써 2차마감 대기중~,4516,4,0,UCwQnqMsQtLs04dyyo9RlS-g,파워볼 덤앤더머 191,0.0,0.08857395925597875
NTLmVmcdIg4,[파워볼 실시간] 🦒레전드픽스터 이광수🦒 내가왔다~,1351,12,0,UCb158a1HAIGinv9HOB5ITiQ,파워볼 이광수,0.0,0.8882309400444115
cM8HEc0qYMU,[파워볼 실시간] 파워볼 규진 아침구간은 규진이만 따라오시면 수익  : 새벽규진,5174,4,0,UCMGjulfV-2VLUBAZCv8nVcA,파워볼 일번지,0.0,0.07730962504831851
3hgYSsixJEc,이거 보면 단발 하고 싶어질 걸..?,450907,4524,223,UCII-TCayU-6gkfzfgJKsFZw,망구 MANGOO,0.049455874492966394,1.0033111040635874
tCvmiDsYPtQ,[이달의소녀/희진] 퀸덤2 끝나면 언니라고 불러도됩니까?,86,13,2,UCHRfdCWG7jSm97Mu71BICRw,orbit 탱구리,2.3255813953488373,15.11627906976744
N17Kif5IV2M,[파워볼 실시간] 주말구간 왜 이리 쉬운데? -새벽벤츠,5047,0,0,UCMGjulfV-2VLUBAZCv8nVcA,파워볼 일번지,0.0,0.0
6Q5PzyqAY68,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이",55752,0,0,UCXkJjlUQg47Ms6uqLmjzNUw,ASMR Galaxy,0.0,0.0
tQJIF_5m-jw,"자동차로 바삭 바삭하고 부드러운 것을 분쇄! 실험용 자동차 대 콜라, 환타 슬라임 캔디 토이 #24",51018,9627,0,UCagXdh7zLreWYanfMBbk3UQ,Una Vita in Vacanza,0.0,18.869810655062917
hXVEtFI6Bb4,11마리 견주의 평화로운 브이로그 (#로봇청소기),631172,16141,1317,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.20865944623652505,2.5573060908912306
t2NPU1nmjIU,프로야구 고양이 난입 모음,1901792,26890,2809,UCQbc6KNIFzcmfpYMibY3N0w,임승원,0.14770279820295806,1.413929599030809
vIJIDjMKTUI,잘가 병아리야...,54455,2451,74,UCHLDBhufz9pNEkZogrXpn0w,호두랑 마루랑 Duruduru,0.13589202093471675,4.500964098797172
mlg7H5RJQng,교육하는 엄마와 사춘기 온 강아지들,512487,13396,536,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.10458801881803831,2.613919962847838
3aEwj8BY05w,Prince Wiliam and Kate Midleton attend Platinum Jubilee party with George and Charlott at Buckingham,81383,2695,344,UCxmPJ8jHWKsCrSBhsAMlpAw,British Royals,0.42269269994962094,3.3115024022215946
goPpltMglGo,강아지가 수영도 못하는데 자꾸 물에 뛰어든 이유 ㅋㅋㅋㅋ,127871,7097,878,UCjefgkRNbdzmQn1YDlk6s6w,언제나가을 ALWAYSFALL,0.6866294937867069,5.5501247350845775
U6EYMxhGEhw,조금 큰 고양이 화장실을 만들었다,142161,8567,692,UCOp66Vup07X0YziXaaxqs2A,haha ha,0.4867720401516591,6.026265994189687
0iWfF-8ne5w,밥 안 먹은척 거짓말 하다가 들켰을때 리트리버의 빠른 태세전환ㅋㅋㅋ,134423,5823,206,UCfKywutMRQVG1C9Jl0a-07Q,밀란이네 시트콤,0.1532475841187892,4.331847972445192
_cbf7cGpKkg,[전참시] 자다가도 파김치 소리에 벌떡👀 영자 누나의 파김치 앓이로 역대급 귀여운(?) 무한 파김치교 현무ㅣ#전현무 #이영자 #파김치 MBC220528방송,1673789,15725,1035,UCiwQRG2sCcfjKkgxMEdJGPg,엠뚜루마뚜루 : MBC 공식 종합 채널,0.061835751101243945,0.9394852039295276
EKvQWxHd-9k,"🌟진짜 겁나 명작🌟 땅속에서 태어난 아이! 괴롭힘 당하던 소년이 신이 보낸 사자였다 [영화리뷰, 결말포함]",800159,7692,179,UCHLkqGsuSyxZE8mSsmj5k8A,무비희락,0.022370553852421832,0.9613089398482051
VKlf-Mm0Fmw,강아지가 자기 엄마를 못 알아보고 울면서 계속 찾아요,28695,2900,129,UCESC_GRUe4Z7-OOxk_AWm5Q,명랑한 봄달래 Bomi&Dallae,0.4495556717198118,10.10629029447639
UQ6BBYb_jjE,CNN기자의 한마디에 난리난 중국ㅋㅋ,36787,1513,85,UCMYdWhFzXlu4b7KViEUmTWg,팩튜브,0.23105988528556282,4.1128659580830185
TGUWupUZrP8,물 싫어하는 강아지 물속에 빠뜨리기 ㅋㅋㅋ,104748,2656,104,UCX2laRqGQhqoChYmlaUgOiw,솜이네 곰이탱이여우,0.09928590522014741,2.5356092717760723
VbpHYF_5eX0,무지개즈 입양 보냅니다....잘가....안녕....,669293,22864,1695,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.25325231251484775,3.4161421081648844
X9i2zEu1Juk,"혜안이 직접 하는 ""혜안 패션 월드컵""ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",238631,10788,875,UC8CIM3d3zDYMk-3T5aAz0yw,혜안,0.36667490812174447,4.520787324362719
AnqRdtQdCQg,집사없이 무지개만 밖에 내보내면 생기는일......ㅠㅠ,199245,6516,184,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.09234861602549625,3.2703455544681175
zccMCFnBHIE,소녀가 땅을 파야만 했던 이유 + 돈가스 게임 / 놀리기,216412,3381,299,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.13816239395227622,1.562297839306508
YtbmYjS_Zeg,[140] 귀엽다고 볼때기 꼬집는 주인팔 물었다가 아플까봐 미안하다고 앞니로 지근지근 깨물어주는 속깊은 진돗개,2132798,7712,926,UCPh6MQFHspMpsQ0rQwFI6tg,금동복실 Jindo Dog Couple Story,0.04341714498982088,0.3615907366754845
ZbplulqkJ1E,웰시코기가 9마리 리트리버 사이에서 살아 남는 법,383796,10465,440,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.11464423808481589,2.7267089808127234
86MQwoyd3xc,난생 처음 폭설을 본 개린이들,396718,12468,501,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.1262861780912386,3.1427865637556147
ukAFZbaBVqU,계곡에서 물놀이 하는데 악어를 만나버렸다......,522598,11903,626,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.11978614537369067,2.277658927129457
DAYf6xvE4eA,수영 배우러 온 7마리 강아지들,516380,16107,815,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.15782950540299778,3.119214531933847
K4U7BZEWclc,뛰는 개 위에 나는 개 있다.,350827,9976,363,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.10346980135508385,2.843566772226767
ccIoCmaFTh0,텐트에 집사만 들어가면 생기는일....살려주,321205,9499,267,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.08312448436356844,2.9573014118709233
6aXWTBP4lkk,어마어마하게 큰 강아지 물그릇,421496,12221,511,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.12123483971378139,2.8994343955814528
cdHWXTupUhc,침대에 올려달라고 애원하는 포메,324266,9888,391,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.12058001763983889,3.049348374482678
EYU38Sza7-k,보더콜리들 대체 언제 지치나 시험해보는 브이로그,80651,3292,233,UCjLDL_hX8XrwSRMUba-39Fw,보더로운생활,0.28889908370633965,4.081784478803734
QYmYovSLeqk,7마리가 단체로 목욕하게 된 충격적인 사연....,473977,14844,875,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.18460811389582196,3.1317975344795213
9B5cSMmTf84,대박...KBS가 작정하고 만들어서 시청률 1위 먹고 극찬을 받았던 한국 드라마 처음부터 몰아보기,3848388,25295,1480,UC1zonz8uUKp26oSfHhBQoKQ,달빛부부,0.038457660714044425,0.6572881944336174
GHl6mlu2_1A,1인칭 포식자 시점,243908,7465,279,UC-IYpdOqjkER7B6cnChwlhA,소녀의행성 Girlsplanet,0.11438739196746314,3.060580218771012
LlLvkSaRtLo,강아지가 오랜만에 아이들에게 관심을 받았더니 생긴 일 ㅋㅋㅋㅋ,162476,8295,2471,UCjefgkRNbdzmQn1YDlk6s6w,언제나가을 ALWAYSFALL,1.5208400009847607,5.1053694084049335
